variable,region,기울기,p_value,sig,평균 대비 편차
장단기금리차,중구,2.4076437327521507,0.010982219999827292,1,1.7708631518182512
장단기금리차,동래구,3.1160395579170004,0.013370391493116918,1,2.479258976983101
장단기금리차,남구,3.134875572392118,0.030696349953526658,1,2.4980949914582182
장단기금리차,해운대구,3.772103655161912,0.17391788819442233,0,3.1353230742280123
건설업 주가지수,동래구,-0.1450474805236095,0.0,1,-0.28674361405107524
건설업 주가지수,강서구,0.7122190292651241,0.0,1,0.5705228957376585
건설업 주가지수,영도구,-1.3788841754478023,0.0,1,-1.520580308975268
건설업 주가지수,사상구,-0.23325751133162198,5.329070518200751e-15,1,-0.3749536448590877
건설업 주가지수,해운대구,0.12398891633107867,1.545652494883143e-12,1,-0.01770721719638707
건설업 주가지수,기장군,0.1659147805782949,1.2319608888589073e-08,1,0.024218647050829156
건설업 주가지수,중구,-0.7200721184650444,4.9025693726889585e-08,1,-0.8617682519925101
건설업 주가지수,사하구,0.07987367674185653,2.6725091561985437e-07,1,-0.061822456785609214
건설업 주가지수,부산진구,-0.13570010780985386,4.018988506437893e-07,1,-0.2773962413373196
건설업 주가지수,금정구,0.2222325647827122,2.029576173567804e-06,1,0.08053643125524645
건설업 주가지수,연제구,0.1286402947334334,4.750809327047634e-05,1,-0.013055838794032326
건설업 주가지수,남구,0.2771359611571716,0.0006519926541006527,1,0.13543982762970586
건설업 주가지수,수영구,0.8599588853722555,0.0020703574002238767,1,0.7182627518447897
건설업 주가지수,서구,0.9824841456283024,0.02209613096419405,1,0.8407880121008366
건설업 주가지수,동구,0.4693895315895667,0.03580544300267641,1,0.32769339806210096
건설업 주가지수,북구,0.8582617438375875,0.1516854343945495,0,0.7165656103101217
인구밀도,수영구,-0.005808826592527412,0.014537003970741091,1,-0.004114022552237282
인구밀도,북구,-0.003114438872698226,0.21376938276728397,0,-0.001419634832408096
인구밀도,기장군,-0.0027074009244404066,0.256515091394669,0,-0.0010125968841502766
인구밀도,금정구,-0.0023893388750392134,0.4020829464387081,0,-0.0006945348347490833
인구밀도,부산진구,-0.002219730784281832,0.40876653395578844,0,-0.0005249267439917018
인구밀도,동구,-0.002236753100513494,0.42020344848143987,0,-0.000541949060223364
인구밀도,남구,-0.00222631099212788,0.43924502315420866,0,-0.0005315069518377498
인구밀도,서구,-0.002013196280101041,0.4777872247072712,0,-0.00031839223981091095
인구밀도,연제구,0.0004372919485986247,0.5712399483846315,0,0.002132095988888755
인구밀도,중구,0.0003652482986712305,0.5737755855637539,0,0.0020600523389613604
인구밀도,사상구,-0.0015166404158391679,0.6567349663087012,0,0.00017816362445096214
인구밀도,영도구,4.186188368904644e-05,0.696225905734057,0,0.0017366659239791765
인구밀도,강서구,-0.0006809649681609791,0.713630533291929,0,0.001013839072129151
인구밀도,해운대구,-0.0012765573154613788,0.783520800276966,0,0.0004182467248287512
인구밀도,사하구,-0.00112177981375507,0.8242646606833881,0,0.0005730242265350599
인구밀도,동래구,-0.0006493278406548803,0.9869704532823047,0,0.0010454761996352498
전출대비전입,기장군,0.037738537248006576,0.0,1,-0.06296609003648546
전출대비전입,북구,-5.060039718339448,0.0,1,-5.16074434562394
전출대비전입,수영구,-2.812691308030648,0.0,1,-2.9133959353151404
전출대비전입,금정구,-2.25421675775475,5.910252287577578e-10,1,-2.3549213850392423
전출대비전입,영도구,-3.382094049875162,7.521434002288885e-07,1,-3.4827986771596544
전출대비전입,강서구,1.6143278604688502,2.4610629900667647e-06,1,1.5136232331843582
전출대비전입,서구,3.7736771495728814,0.0004461536617248463,1,3.672972522288389
전출대비전입,남구,-1.1191769788834,0.0005702443958297554,1,-1.219881606167892
전출대비전입,사상구,-0.43601449508880075,0.013467313634855538,1,-0.5367191223732928
전출대비전입,연제구,2.712226784834687,0.014476608491860832,1,2.611522157550195
전출대비전입,동구,0.7356766614859471,0.03967563500360116,1,0.6349720342014551
전출대비전입,중구,0.8533647318597251,0.1984922886668785,0,0.752660104575233
전출대비전입,해운대구,2.8168633610853187,0.23916960357311345,0,2.7161587338008264
전출대비전입,동래구,1.15898595027966,0.28675702719794294,0,1.058281322995168
전출대비전입,사하구,1.2433094190163652,0.6040184614843467,0,1.1426047917318731
전출대비전입,부산진구,1.7293368886726408,0.8485949050920216,0,1.6286322613881488
